No   ID         RANK2018 RATIO2018  RANK2099 RATIO2099
728 79424 651 50.1345 635  59.1755
729 79472 390 23.4190 372  28.1455
730 79504 184  8.8765 164   9.8905
731 79644 178  8.4659 168  10.2520
732 79768 334 19.0458 657  62.9670
733 79776 327 18.6179 342  24.9700
734 79792  91  4.1326  80   4.6870
735 79912 785 84.0450 780  91.6061
736 80032 621 47.2928 578  49.8178
737 80040 520 35.6025 542  45.6494
738 80288 475 30.5783 438  34.7896
739 80368 706 58.8505 707  72.0507
740 80600 270 15.3253 298  21.6748
741 80800 717 61.6548 740  79.5295
742 80880 495 31.9212 477  38.2913
743 81424 413 25.0993 452  36.0341
744 81456 508 34.4980 508  41.7455
745 81616 751 71.8251 730  77.3147
746 81648 782 82.5607 804  89.7885
747 81712 205 10.4445 182  11.3424
748 81824 214 10.7748 236  17.0850
749 81832 545 37.7428 571  48.4776
750 81856 174  8.0439 149   8.8383
751 82080 789 86.7790 766  86.7790
752 82128 546 37.9019 582  50.0447
753 82160 207 10.5009 186  11.4856
754 82200 124  5.4996 106   6.2406
755 82296  10  0.1635   6   0.1500
756 82344 169  7.6967 162   9.8059
757 82616 361 20.8604 325  23.4868
758 82736 311 17.5007 292  21.1321
759 82832 592 42.3476 623  57.0729
760 82848 761 76.4573 746  81.4069
761 82968 599 42.8228 554  46.8566
762 83104  28  0.6124  34   1.5206
763 83136 106  5.0770 123   7.2557
764 83200 469 29.8295 447  35.6319
765 83328 234 12.5546 245  17.9535
766 83376 418 25.7187 430  33.9618
767 83472  60  2.5554  51   2.5531
768 83496 611 44.6778 605  52.7951
769 83504  33  0.8441  28   1.1657
770 83512  61  2.5612  55   2.9771
771 83584  12  0.1659  10   0.3780
772 83680 659 51.7894 689  68.7867
773 83736 444 27.9481 395  30.3335
774 83856 774 79.7875 757  84.1243
775 83928 585 41.8415 716  74.1228
776 84272 434 27.4357 400  30.5578
777 84288 511 34.6612 732  77.8801
778 84376 736 67.2965 691  69.1419
779 84440 199 10.1562 205  13.1562
780 84512   2  0.0113   1   0.0113
781 84552 264 14.8307 316  22.7209
782 84704 115  5.3094 100   5.9104
783 85188  38  1.2342  33   1.4698
784 85272 728 65.5253 743  80.8527
785 85320 370 21.4650 329  23.9061
786 85496 692 56.2861 662  63.3291
787 85528 772 79.1034 751  81.8880
788 85592 186  8.9315 213  14.2912
789 85632 388 23.3935 347  25.9801
790 85664 190  9.4166 170  10.3914
791 85728 114  5.2929 110   6.4895
792 86056 329 18.6647 387  29.2133
793 86128 157  7.0792 150   9.0781
794 86160 294 16.7879 261  19.1402
795 86528 293 16.7819 368  27.7598
796 86560 309 17.4750 266  19.5036
797 86568 704 58.2343 654  62.6771
798 86640 266 14.9987 293  21.1463
799 86656 671 53.4348 686  68.1772
800 86856 795 90.2246 777  91.1873
801 86880 258 14.6227 367  27.4745
802 86920 344 19.6585 366  27.3209
803 86968 228 11.6915 201  12.9574
804 87080 237 12.6867 237  17.2053
805 87208 313 17.7862 627  57.3334
806 87224 738 67.8393 722  75.3647
807 87232 476 30.7400 437  34.7372
808 87272 525 35.9944 553  46.8430
1    820                12       13.87                28       29.23
2   2000                29       23.53                36       33.83
3   2184                18       18.60                14       20.70
4   3088                41       32.20                41       39.88
5   4792                34       28.47                39       37.18
6   6088                24       21.51                35       33.11
7   8040                51       55.43                48       61.60
8  10464                45       43.18                44       49.97
9  11232                32       26.23                25       27.88
10 13208                19       20.22                27       29.14
11 13704                40       31.53                37       35.40
12 14712                17       18.50                16       21.88
13 15776                50       53.03                51       67.85
14 16296                22       21.13                20       25.74
15 20136                44       43.10                43       49.64
16 20432                43       34.38                40       38.05
17 21648                42       33.34                42       40.07
18 24000                21       20.52                22       26.46
19 25360                36       29.46                30       31.66
20 27456                37       29.61                33       32.71
21 31200                 3        3.76                 3        5.11
22 32800                30       24.91                38       35.88
23 33408                 2        3.45                 2        3.95
24 34064                 4        5.97                 4        7.08
25 37784                16       18.41                13       19.93
26 38288                52       58.64                52       68.03
27 41216                13       14.36                18       23.52
28 42168                38       29.85                34       33.04
29 44128                54       66.76                54       75.96
30 44864                 5        7.20                 5        8.26
31 46256                33       26.69                29       30.41
32 48360                27       23.17                21       26.34
33 50344                10       13.12                 9       14.87
34 50408                26       22.80                24       27.21
35 52584                20       20.42                23       26.69
36 53368                35       28.91                31       32.42
37 53736                25       21.58                19       24.51
38 56456                28       23.17                26       28.64
39 57976                 9       10.45                 8       13.36
40 60000                 7        9.91                10       15.30
41 61000                11       13.72                11       17.37
42 61048                31       25.29                32       32.48
43 62432                 8        9.92                 7       11.52
44 63624                39       31.04                46       51.99
45 67344                 1        3.15                 1        3.41
46 69000                15       17.73                15       20.73
47 69600                47       47.12                45       50.12
48 69720                23       21.29                17       23.41
49 75304                56       82.08                56       91.44
50 76904                49       50.79                47       55.41
51 78528                14       17.62                12       19.79
52 81000                53       63.52                53       73.87
53 81328                 6        7.84                 6        8.95
54 85152                48       49.69                49       61.86
55 85312                55       75.40                55       80.31
56 87048                46       44.40                50       66.07
