No   ID         RANK2018 RATIO2018  RANK2099 RATIO2099
324 36816  83   3.530097  79   4.44572
325 36888  80   3.443719  78   4.42345
326 36944 399  30.838640 388  39.49620
327 37000 104   4.765543 283  25.08297
328 37192 629  61.447282 632  74.87748
329 37208 257  15.978856 210  17.10315
330 37496 110   5.000702  88   5.32788
331 37640  37   0.885271  31   1.10931
332 37696 280  18.475017 280  24.70606
333 37792 403  31.386793 352  33.46521
334 37955 258  16.026863 227  18.47451
335 38000  53   1.769447  47   2.30326
336 38048 171   9.662898 178  13.81336
337 38096 641  63.360641 674  82.26912
338 38128 674  68.635155 766  78.68379
339 38160 246  15.052075 231  19.03478
340 38200 193  10.899449 173  13.46660
341 38248 636  62.572193 611  71.43176
342 38400 417  34.214930 456  48.78003
343 38640  40   1.103055 169  13.08235
344 38768 429  35.200271 382  38.75662
345 39256 175   9.895267 264  22.72546
346 39352 216  12.880972 266  22.83502
347 39784 785  88.785200 777  89.49203
348 40016 788  88.939265 771  89.00456
349 40040 766  83.289951 747  86.91802
350 40360 748  88.548631 713  90.40066
351 40400 162   8.974333 182  14.20268
352 40656 414  33.827042 386  39.45013
353 40744 593  55.234464 636  75.18487
354 40848 149   7.522827 114   7.68743
355 40960 101   4.532518 188  15.02930
356 41264 628  61.336277 594  68.90703
357 41272 106   4.825162 260  22.47037
358 41336 435  35.853432 425  44.18235
359 41392   4   0.009785   9   0.11238
360 41432  30   0.470989  21   0.60804
361 41440  86   3.675381  70   3.96518
362 41464 148   7.490762 128   8.48932
363 41512  57   2.056045  46   2.28142
364 41608 114   5.249764 139  10.00515
365 41680 711  77.856494 686  84.12239
366 41834 413  33.415338 373  37.54629
367 42016 775  86.155244 760  88.04940
368 42280 497  42.556046 462  49.27592
369 42352 639  63.014428 658  79.32371
370 42392 734  84.712830 720  90.93618
371 42472 377  28.729884 439  46.55925
372 42648  35   0.785592  33   1.26444
373 42688 642  63.365759 651  78.25923
374 42968 318  21.888572 294  27.20756
375 42976 782  88.042851 784  89.78169
376 42984 436  35.946023 401  41.24140
377 43000 704  74.939272 703  88.94637
378 43064 197  11.478843 177  13.77811
379 43128 317  21.865472 284  25.70433
380 43232 606  57.285205 597  69.47414
381 43248 422  34.586981 375  37.67750
382 43408 304  20.739915 270  23.62519
383 43656 145   7.302559 120   7.93323
384 43816 229  14.117890 207  16.95881
385 43928 622  60.068346 576  65.26402
386 43944  10   0.035635  13   0.27179
387 43968 694  72.860243 679  83.33637
388 44400 371  28.344768 331  31.27174
389 44664 274  18.085678 250  21.42469
390 45568 587  54.733408 543  61.59456
391 45592 655  65.290924 583  66.67038
392 45992 261  16.647083 229  18.58020
393 46000  74   3.078644  69   3.86204
394 46072 482  41.052413 428  44.50326
395 46120 654  64.985607 794 70.15717
396 46216 186  10.385557 170  13.32406
397 46264 649  64.271763 638  75.31055
398 46376 147   7.484510 132   8.94310
399 46392 251  15.698731 268  23.35012
400 46400 712  78.500133 775  88.34318
401 46568 684  70.835296 670  81.86256
402 46592 554  51.468653 497  55.29403
403 46888 638  62.738897 628  74.07882
404 46944 481  40.898738 598  69.67330
405 47000 219  13.099856 192  15.36634
406 47064 784  98.117837 770  98.91245
407 47080 619  59.894910 573  65.11390
408 47248 768  84.109449 767  88.76860
409 47344 163   9.017078 454  48.59840
410 47400 375  28.642041 355  33.99601
411 47424 496  42.401263 613  71.50662
412 47472  23   0.286797  23   0.73570
413 47544 108   4.928745 108   7.28592
414 47672 223  13.360990 232  19.10080
415 47968 238  14.582678 262  22.66471
416 48000  82   3.504161  81   4.47800
417 48048 263  16.655548 727  92.42140
418 48176 457  38.420746 412  42.21526
419 48376 132   6.345232 123   8.17733
420 48448 220  13.110317 187  15.01160
421 48696 213  12.771199 199  16.02422
422 48704 222  13.348241 196  15.81797
423 48856 630  61.599064 649  78.09989
424 48912 483  41.077944 465  49.65272
425 48960 578  53.536519 559  63.11093
426 49048 595  55.306447 536  60.21512
427 49128 405  32.267762 410  41.97338
428 49184 127   6.103728 149  11.39877
429 49272 690  72.147633 699  88.47350
430 49288 410  33.024562 385  39.35321
431 49304 487  41.478881 557  62.77877
432 49368 710  77.295762 673  82.23072
433 49400 599  55.901713 639  75.38073
434 49504 338  24.491977 324  30.65424
435 49552 714  79.352817 709  89.78849
436 49680 366  28.110931 447  47.47773
437 49720 499  42.837224 495  54.86921
438 49728  26   0.328650  28   0.97751
439 49760 756  90.932251 748  97.06059
440 49768 467  39.277923 420  43.32519
441 49920 527  47.521640 505  56.85275
442 49936 158   8.129292 237  19.68942
443 49944 445  36.944929 399  40.71390
444 50016 708  75.966275 693  86.04209
445 50088 314  21.330006 279  24.54057
446 50232 569  52.798440 560  63.12490
447 50272 177  10.134109 146  11.01928
448 50320 286  18.904036 402  41.26854
449 50432 771  94.479680 744  96.13362
450 50528 133   6.398844 104   6.97644
451 50544 178  10.182904 171  13.38070
452 50632 693  72.833712 690  85.32887
453 50720 777  86.427218 780  89.57144
454 50880 255  15.768850 202  16.73132
455 51144  59   2.077675 162  12.38957
456 51208 146   7.458036 129   8.66078
457 51488 605  57.146484 550  62.29339
458 51496 289  19.154576 255  22.09491
459 51592 491  41.789757 444  47.15432
460 51656 160   8.571315 175  13.60333
461 51880  96   4.168743  83   4.63611
462 51984 637  62.715085 642  75.93718
463 52264 731  83.930018 752  87.61331
464 52320 206  12.051731 181  14.15407
465 52432 143   7.041401 119   7.90260
466 52488 390  29.681918 372  36.89615
467 52616 287  19.079198 265  22.73432
468 52984 735  85.050991 717  90.66765
469 53088 254  15.767839 223  18.08892
470 53152 500  42.995910 431  45.01177
471 53160 534  48.276563 608  71.20783
472 53168 511  44.219206 627  73.89604
473 53184 199  11.589186 216  17.76275
474 53200 668  68.157807 637  75.26030
475 53248 715  79.503399 696  86.52022
476 53288 502  43.230136 493  54.43186
477 53296 128   6.126689 168  12.95242
478 53320 747  87.777565 749  97.09763
479 53336 557  51.736407 545  61.77822
480 53344 279  18.369748 353  33.50988
481 53448 355  26.370990 316  30.02325
482 53464 174   9.894993 242  20.11002
483 53496 344  25.103892 348  33.14996
484 53504 675  68.744534 646  77.35726
485 53544 786  98.806140 782  99.63035
486 53592 474  40.507913 436  45.72488
487 53712 235  14.458789 246  20.77989
488 53768 125   6.000846 101   6.83830
489 53880 631  61.670053 563  63.84335
490 53916  81   3.460568  71   3.98286
491 53920  16   0.148569  16   0.39405
492 53928  72   3.046680  65   3.60324
493 53944 453  37.816735 404  41.58567
494 53968 698  73.952517 733  94.24587
495 54016 562  52.153589 531  59.88865
496 54024 298  19.849942 310  28.76539
497 54104 361  27.505890 349  33.17946
498 54160 585  54.553882 691  85.62800
499 54184 144   7.194266 122   8.09781
500 54320 438  36.352233 572  64.95317
501 54352 198  11.480668 204  16.87508
502 54400 665  67.893197 671  81.99359
503 54656 319  21.906179 297  27.29698
504 54696 525  47.367685 565  64.09428
505 54728 552  51.327078 569  64.64147
506 54776  48   1.495183  56   2.98100
507 54816 276  18.269290 240  20.01587
508 54872 328  22.902363 374  37.55581
509 54888 388  29.588288 340  32.52152
510 54952 386  29.417571 359  34.67061
511 55000 449  37.463173 403  41.58218
512 55136  87   3.708250  87   5.24058
513 55456 513  44.626065 515  57.90013
514 55608 661  67.053641 667  81.13888
515 55664  41   1.105164  57   3.01055
516 55840 409  32.584144 358  34.32300
517 56008 259  16.067392 299  27.32619
518 56088 419  34.297597 392  40.22828
519 56408 686  71.644046 685  84.03276
520 56432 156   8.095062 134   9.22409
521 56496 191  10.764801 167  12.93032
522 56576 296  19.687764 281  24.89208
523 56792 437  36.330031 387  39.46895
524 56912 679  69.571252 629  74.11683
525 56928 743  86.910509 769  88.81332
526 57184 189  10.580514 152  11.68978
527 57232 347  25.432145 320  30.22690
528 57280 455  38.288481 417  43.15235
529 57544 484  41.117350 433  45.15404
530 57696 695  73.215404 687  84.37939
531 57720  12   0.052663   5   0.04480
532 57752 490  41.776363 476  51.44915
533 58032   7   0.013695   3   0.01369
534 58176  44   1.240751  38   1.67811
535 58304 446  37.028865 475  51.00419
536 58384  97   4.305146  80   4.47029
537 58432 573  53.194158 539  60.36643
538 58504 369  28.314247 345  32.75427
539 58872 667  68.019350 610  71.28393
540 58936  21   0.213560  58   3.11870
541 59054 267  17.302895 244  20.32725
542 59120 167   9.495843 235  19.60708
543 59384 214  12.814469 194  15.61197
544 59520 309  20.928672 278  24.42800
545 59616 790  89.090622 789 90.46383
546 59672 384  29.203904 337  31.88772
547 60008 530  47.785476 528  59.69165
548 60120 308  20.927136 334  31.73069
549 60136 751  88.976892 710  89.85830
550 60264 237  14.580309 326  30.75692
551 60456 597  55.447041 549  62.22390
552 60712 396  30.675791 376  37.72030
553 61168  43   1.229504  42   1.95724
554 61328  54   1.780744  43   2.06728
555 61496 517  45.147134 463  49.45375
556 61536 155   7.993490 130   8.67648
557 61632 398  30.827818 365  35.30947
558 61648 592  55.230492 591  67.85088
559 61864 536  48.410212 500  56.26253
560 61936 336  24.444657 329  31.21661
561 62048 480  40.858659 408  41.91505
562 62088 644  63.823035 630  74.43952
563 62128 598  55.625943 517  58.29994
564 62136 709  76.425081 665  80.31668
565 62264 277  18.329861 256  22.16355
566 62280 520  45.399049 458  48.94116
567 62304 647  64.008304 772  99.06766
568 62320 192  10.891365 164  12.64548
569 62416 433  35.665591 453  48.17476
570 62712 275  18.220029 289  26.14022
571 62744 313  21.312002 333  31.62263
572 62792  47   1.431705  76   4.18762
573 62920 547  49.878620 519  58.52803
574 63048 346  25.366808 459  48.95074
575 63064   5   0.010747   1   0.00818
576 63288 210  12.340247 179  13.89455
577 63408 519  45.302590 469  50.21232
578 63808 172   9.835035 200  16.12851
579 64200 773  95.392568 750  97.21609
580 64376 632  61.700607 602  70.78922
581 64432 376  28.652084 347  32.88811
582 64784 610  57.971818 585  66.73427
583 64832   9   0.030033   4   0.03745
584 64856 576  53.274373 719  90.75375
585 65000  28   0.376221  22   0.64037
586 65112 548  49.987615 601  70.05444
587 65256  69   2.760710  59   3.22888
588 65336 621  60.064014 547  62.13538
589 65392 330  23.425623 315  29.99902
590 65496 733  84.467848 757  87.76321
591 65736 671  68.599164 640  75.41721
592 65944 699  74.311262 675  82.43765
593 66016 789  89.083798 788 90.19228
594 66192  71   3.005282  75   4.17381
595 66232 230  14.158435 209  17.07307
596 66320 452  37.738907 383  39.31611
597 66440 603  56.518087 625  73.48816
598 66560 470  40.172465 508  57.10748
599 66576 262  16.648582 234  19.54172
600 66720 450  37.477259 414  42.73112
601 67120 717  79.764449 681  83.64554
602 67224 604  56.637734 514  57.81721
603 67304 282  18.725356 248  21.01775
604 67584  68   2.743772  67   3.77481
605 67616 645  63.967676 604  70.82181
606 67632 356  26.484412 313  29.75396
607 67648 478  40.777664 533  59.91914
608 67848 546  49.746552 542  61.45602
609 68072 322  22.071775 468  50.08286
610 68096  36   0.866939 191  15.35833
611 68104 234  14.457226 198  15.99644
612 68152  17   0.159484 193  15.59745
613 68312 542  49.028786 520  58.68944
614 68328 385  29.323437 426  44.32733
615 68432 432  35.516130 432  45.01951
616 69216 740  86.089822 741  85.80338
617 69248 297  19.739655 276  24.18489
618 69309   2   0.004541   6   0.05835
619 69360 465  39.211783 490  53.67234
620 69368 702  74.539589 745  86.48516
621 69376 368  28.309716 541  60.90077
622 69400  32   0.581656  24   0.74591
623 69416  78   3.382178  66   3.66998
624 69616 529  47.642728 626  73.52064
625 69680 677  69.048034 644  76.89576
626 69752 250  15.668855 221  18.04048
627 69776 713  78.715337 697  87.15910
628 69800 131   6.338762 113   7.68402
629 70040 728  83.222672 721  91.32265
630 70056  75   3.123129 153  11.69954
631 70224 643  63.661527 612  71.45732
632 70248 116   5.400510  96   6.60002
633 70304 727  83.101741 743  86.00194
634 70352 367  28.229153 343  32.62609
635 70376 416  34.178602 501  56.39916
636 70408 764  92.742130 790 90.55163
637 70464 504  43.366565 537  60.21585
638 70744  14   0.117572  10   0.15048
639 70880 105   4.824140  93   5.99581
640 71144 362  27.686840 384  39.33506
641 71176 341  24.819028 303  27.69779
642 71248 514  44.632053 530  59.81989
643 71256 617  59.799311 650  78.25631
644 71320 103   4.647894 118   7.86335
645 71424 767  83.992251 746  86.51532
646 71688 166   9.227234 172  13.46473
647 71776 294  19.677435 261  22.53342
648 71976 759  91.548989 762  98.32738
649 72072 466  39.249763 411  42.08895
650 72080 303  20.715450 406  41.71559
651 72168 535  48.281762 507  56.99327
652 72192 225  13.462452 277  24.41241
653 72216 118   5.470515 259  22.45613
654 72344  27   0.373527  30   1.07104
655 72376  49   1.560817  37   1.56734
656 72448 770  84.270271 751  87.33967
657 72592  11   0.047214   8   0.10298
658 72648 650  64.320132 660  79.72654
659 72704 323  22.099950 330  31.23569
660 72736 394  30.503401 361  34.81198
661 72872 364  27.865791 339  32.39879
662 72920 351  25.728958 370  36.71398
663 72960 572  53.029140 538  60.24077
664 73192 332  23.674150 367  36.00875
665 73784 401  31.115760 342  32.61260
666 73808  70   2.891220  62   3.55293
667 73888 503  43.360430 532  59.89625
668 74184 648  64.169682 571  64.87167
669 74224 761  92.305134 736  94.63809
670 74232 428  35.194538 379  38.19948
671 74288 269  17.654799 247  21.00540
672 74888 721  81.756446 728  92.68745
673 75000 443  36.759288 429  44.62380
674 75024 581  54.299070 534  59.94673
675 75136 550  50.948587 498  55.45739
676 75168 746  87.755295 737  94.73007
677 75248  33   0.713102  25   0.82473
678 75568 305  20.757963 282  25.06984
679 75584 471  40.237599 485  52.48835
680 75648  58   2.063709  44   2.19612
681 75816 183  10.358373 141  10.54433
682 75832 720  80.493459 711  89.96834
683 75888 404  31.919678 368  36.21598
684 75944 331  23.446208 291  26.38934
685 76032 357  26.585283 307  28.39672
686 76104 532  48.206363 486  52.92008
687 76144 221  13.190492 205  16.91911
688 76184 218  13.058982 220  18.01119
689 76496 379  28.974318 319  30.19031
690 76536 485  41.393316 589  67.22610
691 76560 518  45.190765 451  47.72880
692 76632 339  24.525212 288  26.02423
693 76648 184  10.363359 158  12.02351
694 76696 627  60.961678 643  76.71793
695 76744 334  23.892324 304  27.84089
696 76808 780  87.692141 755  93.68934
697 76848 755  90.869526 754  93.67448
698 77168 284  18.804668 285  25.76167
699 77184 111   5.155077 121   7.97934
700 77232 137   6.547902 115   7.72974
701 77272 582  54.308607 554  62.46555
702 77288 159   8.375143 302  27.50367
703 77304  18   0.159934  26   0.93955
704 77392 516  44.952020 464  49.59416
705 77584 430  35.388044 389  39.60709
706 77784 754  80.174290 740  85.46593
707 77832 109   4.940290 180  14.11087
708 77912 448  37.381402 391  40.12940
709 78008 469  39.567188 405  41.63628
710 78168 705  75.193549 722  91.32948
711 78240  20   0.192504  12   0.23256
712 78448 325  22.488426 290  26.36267
713 78456 321  21.995460 321  30.24239
714 78616 703  74.669888 645  77.15786
715 78712 326  22.768933 300  27.33035
716 79424 739  86.043658 698  87.68271
717 79472 544  49.498694 513  57.60763
718 79504 164   9.149209 140  10.37039
719 79644 244  15.013113 241  20.07758
720 79768 278  18.351367 586  66.96056
721 79776 299  19.874574 296  27.26263
722 79912 760  91.549705 791 90.59445
723 80032 583  54.313672 511  57.36673
724 80040 459  38.439503 466  49.74257
725 80288 381  29.128481 364  35.28066
726 80368 494  42.146946 562  63.40731
727 80600 408  32.555163 434  45.44434
728 80800 652  64.413990 689  85.06329
729 80880 563  52.231327 558  62.93548
730 81424 415  33.861875 457  48.91659
